# [0]           [1]            [2]            [3]            
# t             max-min        max(By^2)      pm             
3.898841e+00  5.564385e-03  0.000000e+00  1.000000e-02
3.998217e+00  4.002716e-03  0.000000e+00  1.000000e-02
4.097623e+00  2.441181e-03  0.000000e+00  1.000000e-02
4.199538e+00  3.016722e-03  0.000000e+00  1.000000e-02
4.298989e+00  4.536592e-03  0.000000e+00  1.000000e-02
4.398433e+00  5.427058e-03  0.000000e+00  1.000000e-02
4.497734e+00  5.998447e-03  0.000000e+00  1.000000e-02
4.599389e+00  6.426061e-03  0.000000e+00  1.000000e-02
4.698493e+00  6.770368e-03  0.000000e+00  1.000000e-02
4.797565e+00  7.054907e-03  0.000000e+00  1.000000e-02
4.899105e+00  6.754147e-03  0.000000e+00  1.000000e-02
4.998187e+00  5.299737e-03  0.000000e+00  1.000000e-02
5.099801e+00  3.981148e-03  0.000000e+00  1.000000e-02
5.198952e+00  3.182869e-03  0.000000e+00  1.000000e-02
5.298086e+00  2.555535e-03  0.000000e+00  1.000000e-02
5.399690e+00  3.358224e-03  0.000000e+00  1.000000e-02
5.498823e+00  3.944055e-03  0.000000e+00  1.000000e-02
5.597984e+00  4.417065e-03  0.000000e+00  1.000000e-02
5.699673e+00  4.861959e-03  0.000000e+00  1.000000e-02
5.798928e+00  5.221633e-03  0.000000e+00  1.000000e-02
5.898221e+00  4.797729e-03  0.000000e+00  1.000000e-02
5.997542e+00  3.316013e-03  0.000000e+00  1.000000e-02
6.099369e+00  2.102648e-03  0.000000e+00  1.000000e-02
6.198732e+00  2.492325e-03  0.000000e+00  1.000000e-02
6.298113e+00  3.823902e-03  0.000000e+00  1.000000e-02
6.399995e+00  4.716336e-03  0.000000e+00  1.000000e-02
6.499313e+00  5.323408e-03  0.000000e+00  1.000000e-02
6.598510e+00  5.798205e-03  0.000000e+00  1.000000e-02
6.697618e+00  6.206483e-03  0.000000e+00  1.000000e-02
6.799147e+00  6.386995e-03  0.000000e+00  1.000000e-02
6.898180e+00  5.745346e-03  0.000000e+00  1.000000e-02
6.999709e+00  4.413086e-03  0.000000e+00  1.000000e-02
7.098799e+00  3.390769e-03  0.000000e+00  1.000000e-02
7.197894e+00  2.639710e-03  0.000000e+00  1.000000e-02
7.299457e+00  2.312563e-03  0.000000e+00  1.000000e-02
7.398548e+00  3.070107e-03  0.000000e+00  1.000000e-02
7.497661e+00  3.668449e-03  0.000000e+00  1.000000e-02
7.599290e+00  4.205460e-03  0.000000e+00  1.000000e-02
7.698480e+00  4.689481e-03  0.000000e+00  1.000000e-02
7.797703e+00  4.830696e-03  0.000000e+00  1.000000e-02
7.899435e+00  4.026139e-03  0.000000e+00  1.000000e-02
7.998707e+00  2.720693e-03  0.000000e+00  1.000000e-02
8.097999e+00  1.766756e-03  0.000000e+00  1.000000e-02
8.199791e+00  2.343693e-03  0.000000e+00  1.000000e-02
8.299117e+00  3.488787e-03  0.000000e+00  1.000000e-02
8.398460e+00  4.305113e-03  0.000000e+00  1.000000e-02
8.497754e+00  4.923348e-03  0.000000e+00  1.000000e-02
8.599422e+00  5.448827e-03  0.000000e+00  1.000000e-02
8.698519e+00  5.831356e-03  0.000000e+00  1.000000e-02
8.797559e+00  5.742531e-03  0.000000e+00  1.000000e-02
8.899053e+00  4.867222e-03  0.000000e+00  1.000000e-02
8.998084e+00  3.738450e-03  0.000000e+00  1.000000e-02
9.099608e+00  2.830434e-03  0.000000e+00  1.000000e-02
9.198658e+00  2.067757e-03  0.000000e+00  1.000000e-02
9.297710e+00  2.214215e-03  0.000000e+00  1.000000e-02
9.399257e+00  2.949556e-03  0.000000e+00  1.000000e-02
9.498357e+00  3.559041e-03  0.000000e+00  1.000000e-02
9.599969e+00  4.134160e-03  0.000000e+00  1.000000e-02
9.699133e+00  4.528911e-03  0.000000e+00  1.000000e-02
9.798323e+00  4.314395e-03  0.000000e+00  1.000000e-02
9.897534e+00  3.347639e-03  0.000000e+00  1.000000e-02
9.999246e+00  2.211177e-03  0.000000e+00  1.000000e-02
1.009850e+01  1.398795e-03  0.000000e+00  1.000000e-02
1.019776e+01  2.309915e-03  0.000000e+00  1.000000e-02
1.029953e+01  3.337790e-03  0.000000e+00  1.000000e-02
1.039882e+01  4.100279e-03  0.000000e+00  1.000000e-02
1.049807e+01  4.718595e-03  0.000000e+00  1.000000e-02
1.059971e+01  5.237870e-03  0.000000e+00  1.000000e-02
1.069879e+01  5.455492e-03  0.000000e+00  1.000000e-02
1.079782e+01  5.068503e-03  0.000000e+00  1.000000e-02
1.089930e+01  4.105886e-03  0.000000e+00  1.000000e-02
1.099831e+01  3.120143e-03  0.000000e+00  1.000000e-02
1.109981e+01  2.266022e-03  0.000000e+00  1.000000e-02
1.119883e+01  1.467196e-03  0.000000e+00  1.000000e-02
1.129786e+01  2.232037e-03  0.000000e+00  1.000000e-02
1.139940e+01  2.940380e-03  0.000000e+00  1.000000e-02
1.149848e+01  3.564150e-03  0.000000e+00  1.000000e-02
1.159760e+01  4.096650e-03  0.000000e+00  1.000000e-02
1.169922e+01  4.249786e-03  0.000000e+00  1.000000e-02
1.179838e+01  3.721612e-03  0.000000e+00  1.000000e-02
1.189757e+01  2.711939e-03  0.000000e+00  1.000000e-02
1.199925e+01  1.745372e-03  0.000000e+00  1.000000e-02
1.209847e+01  1.269798e-03  0.000000e+00  1.000000e-02
1.219771e+01  2.387624e-03  0.000000e+00  1.000000e-02
1.229944e+01  3.303549e-03  0.000000e+00  1.000000e-02
1.239869e+01  4.024782e-03  0.000000e+00  1.000000e-02
1.249790e+01  4.627569e-03  0.000000e+00  1.000000e-02
1.259950e+01  5.044282e-03  0.000000e+00  1.000000e-02
1.269857e+01  5.001349e-03  0.000000e+00  1.000000e-02
1.279759e+01  4.386447e-03  0.000000e+00  1.000000e-02
1.289907e+01  3.425608e-03  0.000000e+00  1.000000e-02
1.299808e+01  2.526693e-03  0.000000e+00  1.000000e-02
1.309955e+01  1.678962e-03  0.000000e+00  1.000000e-02
1.319857e+01  1.556909e-03  0.000000e+00  1.000000e-02
1.329760e+01  2.323411e-03  0.000000e+00  1.000000e-02
1.339913e+01  3.021193e-03  0.000000e+00  1.000000e-02
1.349822e+01  3.630800e-03  0.000000e+00  1.000000e-02
1.359981e+01  4.006221e-03  0.000000e+00  1.000000e-02
1.369894e+01  3.838319e-03  0.000000e+00  1.000000e-02
1.379810e+01  3.102657e-03  0.000000e+00  1.000000e-02
1.389976e+01  2.117523e-03  0.000000e+00  1.000000e-02
1.399896e+01  1.292704e-03  0.000000e+00  1.000000e-02
1.409817e+01  1.533744e-03  0.000000e+00  1.000000e-02
1.419989e+01  2.541168e-03  0.000000e+00  1.000000e-02
1.429912e+01  3.354699e-03  0.000000e+00  1.000000e-02
1.439834e+01  4.038662e-03  0.000000e+00  1.000000e-02
1.449999e+01  4.579706e-03  0.000000e+00  1.000000e-02
1.459911e+01  4.775802e-03  0.000000e+00  1.000000e-02
1.469817e+01  4.465981e-03  0.000000e+00  1.000000e-02
1.479967e+01  3.690850e-03  0.000000e+00  1.000000e-02
1.489868e+01  2.786870e-03  0.000000e+00  1.000000e-02
1.499769e+01  1.926870e-03  0.000000e+00  1.000000e-02
1.509918e+01  1.072655e-03  0.000000e+00  1.000000e-02
1.519821e+01  1.750175e-03  0.000000e+00  1.000000e-02
1.529974e+01  2.498995e-03  0.000000e+00  1.000000e-02
1.539882e+01  3.161997e-03  0.000000e+00  1.000000e-02
1.549792e+01  3.665310e-03  0.000000e+00  1.000000e-02
1.559953e+01  3.768284e-03  0.000000e+00  1.000000e-02
1.569868e+01  3.325899e-03  0.000000e+00  1.000000e-02
1.579786e+01  2.490890e-03  0.000000e+00  1.000000e-02
1.589954e+01  1.588211e-03  0.000000e+00  1.000000e-02
1.599875e+01  8.353321e-04  0.000000e+00  1.000000e-02
1.609799e+01  1.809400e-03  0.000000e+00  1.000000e-02
1.619971e+01  2.716644e-03  0.000000e+00  1.000000e-02
1.629895e+01  3.470164e-03  0.000000e+00  1.000000e-02
1.639816e+01  4.087091e-03  0.000000e+00  1.000000e-02
1.649981e+01  4.460240e-03  0.000000e+00  1.000000e-02
1.659892e+01  4.396226e-03  0.000000e+00  1.000000e-02
1.669800e+01  3.870066e-03  0.000000e+00  1.000000e-02
1.679953e+01  3.029953e-03  0.000000e+00  1.000000e-02
1.689857e+01  2.157396e-03  0.000000e+00  1.000000e-02
1.699761e+01  1.311090e-03  0.000000e+00  1.000000e-02
1.709914e+01  1.217518e-03  0.000000e+00  1.000000e-02
1.719821e+01  1.987391e-03  0.000000e+00  1.000000e-02
1.729978e+01  2.709400e-03  0.000000e+00  1.000000e-02
1.739890e+01  3.295378e-03  0.000000e+00  1.000000e-02
1.749805e+01  3.582315e-03  0.000000e+00  1.000000e-02
1.759970e+01  3.390738e-03  0.000000e+00  1.000000e-02
1.769890e+01  2.751519e-03  0.000000e+00  1.000000e-02
1.779812e+01  1.899215e-03  0.000000e+00  1.000000e-02
1.789984e+01  1.073001e-03  0.000000e+00  1.000000e-02
1.799910e+01  1.180884e-03  0.000000e+00  1.000000e-02
1.809838e+01  2.102558e-03  0.000000e+00  1.000000e-02
1.819765e+01  2.913256e-03  0.000000e+00  1.000000e-02
1.829939e+01  3.614033e-03  0.000000e+00  1.000000e-02
1.839862e+01  4.094362e-03  0.000000e+00  1.000000e-02
1.849780e+01  4.226466e-03  0.000000e+00  1.000000e-02
1.859943e+01  3.909273e-03  0.000000e+00  1.000000e-02
1.869854e+01  3.234115e-03  0.000000e+00  1.000000e-02
1.879764e+01  2.394443e-03  0.000000e+00  1.000000e-02
1.889921e+01  1.519525e-03  0.000000e+00  1.000000e-02
1.899831e+01  7.278178e-04  0.000000e+00  1.000000e-02
1.909990e+01  1.530583e-03  0.000000e+00  1.000000e-02
1.919904e+01  2.266258e-03  0.000000e+00  1.000000e-02
1.929820e+01  2.910043e-03  0.000000e+00  1.000000e-02
1.939987e+01  3.332285e-03  0.000000e+00  1.000000e-02
1.949908e+01  3.344194e-03  0.000000e+00  1.000000e-02
1.959832e+01  2.913394e-03  0.000000e+00  1.000000e-02
1.969759e+01  2.167506e-03  0.000000e+00  1.000000e-02
1.979936e+01  1.324595e-03  0.000000e+00  1.000000e-02
1.989867e+01  6.353106e-04  0.000000e+00  1.000000e-02
1.999799e+01  1.547311e-03  0.000000e+00  1.000000e-02
2.000000e+01  1.565371e-03  0.000000e+00  1.000000e-02
