# [0]           [1]            [2]            [3]            
# t             max-min        max(By^2)      pm             
7.199610e+00  4.440414e-03  0.000000e+00  1.000000e-02
7.299293e+00  5.150069e-03  0.000000e+00  1.000000e-02
7.398956e+00  5.967301e-03  0.000000e+00  1.000000e-02
7.498591e+00  6.906346e-03  0.000000e+00  1.000000e-02
7.598196e+00  7.982621e-03  0.000000e+00  1.000000e-02
7.697766e+00  9.212659e-03  0.000000e+00  1.000000e-02
7.799782e+00  1.065341e-02  0.000000e+00  1.000000e-02
7.899263e+00  1.225548e-02  0.000000e+00  1.000000e-02
7.998687e+00  1.406661e-02  0.000000e+00  1.000000e-02
8.098046e+00  1.611646e-02  0.000000e+00  1.000000e-02
8.199812e+00  1.847788e-02  0.000000e+00  1.000000e-02
8.299010e+00  2.104559e-02  0.000000e+00  1.000000e-02
8.398115e+00  2.388342e-02  0.000000e+00  1.000000e-02
8.499587e+00  2.708255e-02  0.000000e+00  1.000000e-02
8.598468e+00  3.049500e-02  0.000000e+00  1.000000e-02
8.699688e+00  3.426962e-02  0.000000e+00  1.000000e-02
8.798299e+00  3.820091e-02  0.000000e+00  1.000000e-02
8.899221e+00  4.248731e-02  0.000000e+00  1.000000e-02
8.999978e+00  4.697582e-02  0.000000e+00  1.000000e-02
9.098113e+00  5.148657e-02  0.000000e+00  1.000000e-02
9.198528e+00  5.617808e-02  0.000000e+00  1.000000e-02
9.298769e+00  6.089285e-02  0.000000e+00  1.000000e-02
9.398840e+00  6.559695e-02  0.000000e+00  1.000000e-02
9.498740e+00  7.022246e-02  0.000000e+00  1.000000e-02
9.598465e+00  7.467751e-02  0.000000e+00  1.000000e-02
9.698028e+00  7.884853e-02  0.000000e+00  1.000000e-02
9.799867e+00  8.287299e-02  0.000000e+00  1.000000e-02
9.899153e+00  8.652119e-02  0.000000e+00  1.000000e-02
9.998319e+00  8.987539e-02  0.000000e+00  1.000000e-02
1.009978e+01  9.289093e-02  0.000000e+00  1.000000e-02
1.019872e+01  9.553178e-02  0.000000e+00  1.000000e-02
1.029759e+01  9.786705e-02  0.000000e+00  1.000000e-02
1.039880e+01  9.996962e-02  0.000000e+00  1.000000e-02
1.049992e+01  1.017501e-01  0.000000e+00  1.000000e-02
1.059858e+01  1.033196e-01  0.000000e+00  1.000000e-02
1.069959e+01  1.046566e-01  0.000000e+00  1.000000e-02
1.079815e+01  1.056146e-01  0.000000e+00  1.000000e-02
1.089907e+01  1.065010e-01  0.000000e+00  1.000000e-02
1.099994e+01  1.071350e-01  0.000000e+00  1.000000e-02
1.109838e+01  1.076385e-01  0.000000e+00  1.000000e-02
1.119919e+01  1.081210e-01  0.000000e+00  1.000000e-02
1.129994e+01  1.088390e-01  0.000000e+00  1.000000e-02
1.139826e+01  1.097485e-01  0.000000e+00  1.000000e-02
1.149893e+01  1.107542e-01  0.000000e+00  1.000000e-02
1.159954e+01  1.119948e-01  0.000000e+00  1.000000e-02
1.169767e+01  1.133602e-01  0.000000e+00  1.000000e-02
1.179812e+01  1.152137e-01  0.000000e+00  1.000000e-02
1.189845e+01  1.174219e-01  0.000000e+00  1.000000e-02
1.199863e+01  1.202805e-01  0.000000e+00  1.000000e-02
1.209867e+01  1.235712e-01  0.000000e+00  1.000000e-02
1.219852e+01  1.275785e-01  0.000000e+00  1.000000e-02
1.229816e+01  1.319523e-01  0.000000e+00  1.000000e-02
1.239993e+01  1.371186e-01  0.000000e+00  1.000000e-02
1.249908e+01  1.423398e-01  0.000000e+00  1.000000e-02
1.259797e+01  1.479460e-01  0.000000e+00  1.000000e-02
1.269894e+01  1.536739e-01  0.000000e+00  1.000000e-02
1.279962e+01  1.605139e-01  0.000000e+00  1.000000e-02
1.289771e+01  1.763653e-01  0.000000e+00  1.000000e-02
1.299791e+01  1.921642e-01  0.000000e+00  1.000000e-02
1.309789e+01  2.069424e-01  0.000000e+00  1.000000e-02
1.319989e+01  2.206109e-01  0.000000e+00  1.000000e-02
1.329933e+01  2.322447e-01  0.000000e+00  1.000000e-02
1.339860e+01  2.418605e-01  0.000000e+00  1.000000e-02
1.349778e+01  2.493226e-01  0.000000e+00  1.000000e-02
1.359927e+01  2.545641e-01  0.000000e+00  1.000000e-02
1.369852e+01  2.574727e-01  0.000000e+00  1.000000e-02
1.379788e+01  2.580769e-01  0.000000e+00  1.000000e-02
1.389972e+01  2.566298e-01  0.000000e+00  1.000000e-02
1.399943e+01  2.533353e-01  0.000000e+00  1.000000e-02
1.409936e+01  2.485893e-01  0.000000e+00  1.000000e-02
1.419951e+01  2.425574e-01  0.000000e+00  1.000000e-02
1.429989e+01  2.356253e-01  0.000000e+00  1.000000e-02
1.439818e+01  2.281726e-01  0.000000e+00  1.000000e-02
1.449906e+01  2.201246e-01  0.000000e+00  1.000000e-02
1.459784e+01  2.120483e-01  0.000000e+00  1.000000e-02
1.469920e+01  2.037693e-01  0.000000e+00  1.000000e-02
1.479837e+01  1.958950e-01  0.000000e+00  1.000000e-02
1.489768e+01  1.882609e-01  0.000000e+00  1.000000e-02
1.499952e+01  1.808165e-01  0.000000e+00  1.000000e-02
1.509914e+01  1.739279e-01  0.000000e+00  1.000000e-02
1.519894e+01  1.673822e-01  0.000000e+00  1.000000e-02
1.529893e+01  1.610922e-01  0.000000e+00  1.000000e-02
1.539912e+01  1.550102e-01  0.000000e+00  1.000000e-02
1.549954e+01  1.490646e-01  0.000000e+00  1.000000e-02
1.559781e+01  1.433600e-01  0.000000e+00  1.000000e-02
1.569872e+01  1.376272e-01  0.000000e+00  1.000000e-02
1.579988e+01  1.320518e-01  0.000000e+00  1.000000e-02
1.589888e+01  1.268206e-01  0.000000e+00  1.000000e-02
1.599811e+01  1.218624e-01  0.000000e+00  1.000000e-02
1.609995e+01  1.171255e-01  0.000000e+00  1.000000e-02
1.619949e+01  1.128839e-01  0.000000e+00  1.000000e-02
1.629910e+01  1.090248e-01  0.000000e+00  1.000000e-02
1.639879e+01  1.055306e-01  0.000000e+00  1.000000e-02
1.649854e+01  1.023648e-01  0.000000e+00  1.000000e-02
1.659833e+01  9.948769e-02  0.000000e+00  1.000000e-02
1.669816e+01  9.686151e-02  0.000000e+00  1.000000e-02
1.679803e+01  9.446139e-02  0.000000e+00  1.000000e-02
1.689791e+01  9.227487e-02  0.000000e+00  1.000000e-02
1.699778e+01  9.028148e-02  0.000000e+00  1.000000e-02
1.709764e+01  8.847392e-02  0.000000e+00  1.000000e-02
1.719994e+01  8.681297e-02  0.000000e+00  1.000000e-02
1.729981e+01  8.537787e-02  0.000000e+00  1.000000e-02
1.739969e+01  8.410898e-02  0.000000e+00  1.000000e-02
1.749960e+01  8.300273e-02  0.000000e+00  1.000000e-02
1.759954e+01  8.206212e-02  0.000000e+00  1.000000e-02
1.769952e+01  8.123819e-02  0.000000e+00  1.000000e-02
1.779955e+01  8.050432e-02  0.000000e+00  1.000000e-02
1.789962e+01  7.983891e-02  0.000000e+00  1.000000e-02
1.799975e+01  7.919759e-02  0.000000e+00  1.000000e-02
1.809994e+01  7.857829e-02  0.000000e+00  1.000000e-02
1.819772e+01  7.796009e-02  0.000000e+00  1.000000e-02
1.829799e+01  7.727301e-02  0.000000e+00  1.000000e-02
1.839825e+01  7.652364e-02  0.000000e+00  1.000000e-02
1.849852e+01  7.571481e-02  0.000000e+00  1.000000e-02
1.859880e+01  7.485964e-02  0.000000e+00  1.000000e-02
1.869908e+01  7.397765e-02  0.000000e+00  1.000000e-02
1.879939e+01  7.308862e-02  0.000000e+00  1.000000e-02
1.889971e+01  7.221332e-02  0.000000e+00  1.000000e-02
1.899759e+01  7.137073e-02  0.000000e+00  1.000000e-02
1.909790e+01  7.050932e-02  0.000000e+00  1.000000e-02
1.919821e+01  6.963684e-02  0.000000e+00  1.000000e-02
1.929852e+01  6.873952e-02  0.000000e+00  1.000000e-02
1.939883e+01  6.779347e-02  0.000000e+00  1.000000e-02
1.949917e+01  6.679040e-02  0.000000e+00  1.000000e-02
1.959954e+01  6.573059e-02  0.000000e+00  1.000000e-02
1.969995e+01  6.463247e-02  0.000000e+00  1.000000e-02
1.979795e+01  6.352322e-02  0.000000e+00  1.000000e-02
1.989844e+01  6.235822e-02  0.000000e+00  1.000000e-02
1.999900e+01  6.117964e-02  0.000000e+00  1.000000e-02
2.000000e+01  6.116776e-02  0.000000e+00  1.000000e-02
